Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	WO 222/9	Z138			Consulting Anaesthetist summary of policy and action	1939-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695154
>>>>>> 	WO 222/10	Z140			Consulting Dermatologist summary of policy and action. Minutes of meeting and command specialist in dermatology	1939-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695155
>>>>>> 	WO 222/11	Z142			A.M.D.1 Summary of policy and action	1939-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695156
>>>>>> 	WO 222/12	Z144			Consulting Venereologist summary of policy and action	1939-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695157
>>>>>> 	WO 222/13	Z146			Consulting Surgeon ear, nose and throat, summary of policy and action	1939-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695158
>>>>>> 	WO 222/14	Z148			A.M.D.3 Summary of policy and action	1939-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695159
>>>>>> 	WO 222/15	Z45			Medical research council, special work related to the war	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695160
>>>>>> 	WO 222/16	Z80			Escape from France, by Lieutenant D. I. MaCallum R.A.M.C.	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695161
>>>>>> 	WO 222/17	Z183			Graph showing number of patients disembarked at and evecuated from Durban	1940-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695162
>>>>>> 	WO 222/18	Z220			Pulmonary Tuberculosis among British prisoners of war in Germany by Lt-Col. W. H. B. Bull, N.Z.M.C.	1940-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695163
>>>>>> 	WO 222/19	Z226			Medical research council survey of work of war wounds committee	1940-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695164
>>>>>> 	WO 222/20A	Z228			Diary of Lt-Col. C. O. Shackleton O.C. Military Hospital Hong Kong	1940-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695165
>>>>>> 	WO 222/20B				Atrocities: St. Stephens College, Stanley	1941	 				Open Document, Open Description	Closed for 	75	01/01/2017	C2695166
>>>>>> 	WO 222/21	Z241			5 M.A.C. section report by Major F J O Mearer	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695167
>>>>>> 	WO 222/22	Z233			P.O.W. camps in Hong Kong and Japan. Report by Capt. A.J.N. Warrack	1941-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695168
>>>>>> 	WO 222/23	Z207			The development of Airborne medical services. Brig. A.A. Eagger, D.D.M.S. 1 British Airborne Corps	1941-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695169
>>>>>> 	WO 222/24	Z145			Somaliland and Ethiopia. Some medical aspects of the campaign in 1941. D.D.M.S. East Africa	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695170
>>>>>> 	WO 222/25	Z135			Consulting Physician War Office, summary of policy and action	1941-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695171
>>>>>> 	WO 222/26	Z123			Reception station and ambulance train depot - Sudan	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695172
>>>>>> 	WO 222/27	Z94			Health of the Army, statement by Director of Hygiene to Army Hygiene Advisory committee	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695173
>>>>>> 	WO 222/28	Z63			German psychological warfare survey and bibliography, edited by Ladislas Favago committee for national morale, New York	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695174
>>>>>> 	WO 222/29	Z46			Laboratory diagnosis of Rickettsial infections in man	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695175
>>>>>> 	WO 222/30	Z41			Medical services in occupied enemy (Italian) territories. Dr W.H. Kauntze medical adviser Colonial Officer	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695176
>>>>>> 	WO 222/31	Z40			'Fly Farm', 'Fly Trap' description and sketch submitted by D.D.M.S. Canal area, Middle East	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695177
>>>>>> 	WO 222/32	Z32			Bacteriological examination of patients from cine-radiography investigation	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695178
>>>>>> 	WO 222/33	Z31			Wound contamination and cross infection through air of hospital wards by dust	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695179
>>>>>> 	WO 222/34	Z30			Anti-Toxins. Stability under sub-optional conditions of storage	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695180
>>>>>> 	WO 222/35	Z28			Training of Medical Officers as Pathologists	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695181
>>>>>> 	WO 222/36	Z27			Inoculation and vaccination procedure and timetable	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695182
>>>>>> 	WO 222/37	Z26			Care of wounded who have received transfused blood from donors who have been exposed to risk of malaria	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695183
>>>>>> 	WO 222/38	Z24			Army blood transfusion service	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695184
>>>>>> 	WO 222/39	Z23			Virus infections of central nervous system, acute benign lymphocytic meningitis and acute encephalitis in the Army	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695185
>>>>>> 	WO 222/40	Z22			Diptheria in the Middle East	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695186
>>>>>> 	WO 222/41	Z21			Tetanus occuring among British troops	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695187
>>>>>> 	WO 222/42	Z20			Infective hepatitis	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695188
>>>>>> 	WO 222/43	Z17			Vaccination, procedure for the reduction of time lost through reaction	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695189
>>>>>> 	WO 222/44	Z16			Influenza, recent investigations by advisory committee	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695190
>>>>>> 	WO 222/45	Z15			Combined T.A.B. vaccine with tetanus toxoid	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695191
>>>>>> 	WO 222/46	Z14			Comparison of the protective value of different T.A.B. vaccines	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695192
>>>>>> 	WO 222/47	Z13			Addresses to Beaverbrook mission by Russian scientists	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695193
>>>>>> 	WO 222/48	Z12			Medical manuals of the Russian Army	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695194
>>>>>> 	WO 222/49	Z11			Description of Russian Army medical services	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695195
>>>>>> 	WO 222/50	Z10			Field medical units. Reorganization including report of Hartgill committee	1941-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695196
>>>>>> 	WO 222/51	Z8			Report on the manufacture of drugs and biological products in India	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695197
>>>>>> 	WO 222/52	Z6			Report on tour in Middle East by A.D.G. A.M.D.8	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695198
>>>>>> 	WO 222/53	Z4			Air sickness. Report from Airborne forces establishment	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695199
>>>>>> 	WO 222/54	Z3			Yellow fever control, interim reports	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695200
>>>>>> 	WO 222/55	Z18			Emergency vaccine laboratory, report on typhus research	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695201
>>>>>> 	WO 222/56	A19			Typhus in the Middle East	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695202
>>>>>> 	WO 222/57	Z25			Plasma. Use of dried plasma in the Middle East. Production of stable non-clotting plasma	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695203
>>>>>> 	WO 222/58	Z33			Memorandum by D.G.A.M.S. to Editor-in-Chief Medical History of the War	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695204
>>>>>> 	WO 222/59	Z34			Comments on the proposed equipment of a field surgical unit	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695205
>>>>>> 	WO 222/60	Z35			Mobile C.C.S. organization. Report by D.D.M.S. 30 Corps	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695206
>>>>>> 	WO 222/61	Z36			Dental health among Italian prisoners of war	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695207
>>>>>> 	WO 222/62	Z39			Dropping of medical supplies from aircraft by Lt. Col. Twigg N.Z. Medical Corps	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695208
>>>>>> 	WO 222/63	Z43			Battle casualties in tanks and armoured cars, first aid	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695209
>>>>>> 	WO 222/64	Z44			Air evacuation of battle casualties from Eighth Army	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695210
>>>>>> 	WO 222/65	Z52			Casualties in armoured fighting vehicles in the Middle East, by Major A.L. Chute, R.C.A.M.C.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695211
>>>>>> 	WO 222/66	Z54			Psychological questions relating to A.A. personnel, by Major E.T.C. Spooner, R.A.M.C.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695212
>>>>>> 	WO 222/67	Z56			Burns in the Middle East Forces, a report by Lt. Col. W.C. Wilson, 1 Medical Research Section	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695213
>>>>>> 	WO 222/68	Z57			Blood-grouping of military personnel, notes for D.G's weekly conference	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695214
>>>>>> 	WO 222/69	Z58			Memorandum on medical services in A.A. Command. Brig. Middleton	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695215
>>>>>> 	WO 222/70	Z59			Exercise 'Dryshod', report by medical observer (D.M.R.A.)	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695216
>>>>>> 	WO 222/71	Z64			Report of special medical investigation on Italian prisoners of war at Racecourse camp, Lingfield	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695217
>>>>>> 	WO 222/72	Z65			1 Medical Research Section, general report by Lt.Col. W.C. Wilson	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695218
>>>>>> 	WO 222/73	Z66			Burns due to enemy action suffered by armoured fighting vehicle personnel, by Major A.L. Chute	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695219
>>>>>> 	WO 222/74	Z69			Analysis of casualties A.M.D. 2 (Stats)	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695220
>>>>>> 	WO 222/75	Z70			V.A.D. member and their employment in the Army. Memo by A.M.D.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695221
>>>>>> 	WO 222/76	Z71			Diphtheria, notes on 151 cases in the Middle East A.M.D.2 (Stats)	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695222
>>>>>> 	WO 222/77	Z72			Medical organization in Egypt - M.E.F. memo by A.M.D.8	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695223
>>>>>> 	WO 222/78	Z73			Scientific observers in battle areas, Memo from M.R.C. to War Office	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695224
>>>>>> 	WO 222/79	Z74			Pyrethrum repellent. Progress report of entomological sub-committee	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695225
>>>>>> 	WO 222/80	Z75			Waste lubricating oil as mosquito larvicide	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695226
>>>>>> 	WO 222/81	Z76			Scientific organizations and their relations to the General Staff	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695227
>>>>>> 	WO 222/82	Z77			Vision devices in armoured fighting vehicles	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695228
>>>>>> 	WO 222/83	Z78			Diagnosis codes, A.M.D.2 (Stats)	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695229
>>>>>> 	WO 222/84	Z79			Story of my last weeks in Burma, by Lt.Col. D. Kenneth L. Lindsay, I.M.S.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695230
>>>>>> 	WO 222/85	Z82			Functions and relationships of medical research section, note by D.M.R.A.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695231
>>>>>> 	WO 222/86	Z84			Minutes of meeting to discuss personal protection against malaria suppressive treatment	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695232
>>>>>> 	WO 222/87	Z86			A note on the position and duties of the Director of Medical Research	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695233
>>>>>> 	WO 222/88	Z87			Casualties in armoured fighting vehicles, comments by physiological laboratory	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695234
>>>>>> 	WO 222/89	Z88			Reorganization of the medical services in the field, directive by D.G.A.M.S.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695235
>>>>>> 	WO 222/90	Z89			Collection and evacuation of casualties from the forward area in mobile warfare, notes by A.M.D.8	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695236
>>>>>> 	WO 222/91	Z90			Notes on battle casualties from the fighting in Sept. 1942 by Consulting Surgeon, Middle East	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695237
>>>>>> 	WO 222/92	Z91			Trial of body armour conducted at Middle East training centre	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695238
>>>>>> 	WO 222/93	Z93			Training of Surgeons, notes for memo on future policy by surgical group consultants committee	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695239
>>>>>> 	WO 222/94	Z95			Orthopaedic service in M.E.F.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695240
>>>>>> 	WO 222/95	Z96			Treatment of gun-shot wounds of bones and joints. Report by Consulting Orthopaedic Surgeon, Middle East	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695241
>>>>>> 	WO 222/96	Z98			Complications of transfusions, Medical Directorate, India	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695242
>>>>>> 	WO 222/97	Z100			Benzedrine in war operations, notes from Middle East	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695243
>>>>>> 	WO 222/98	Z101			Physical strain in relation to down-grading for foot defects, exercise 'Dryshod'	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695244
>>>>>> 	WO 222/99	Z102			Layout of mobile C.C.S. in Western Desert	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695245
>>>>>> 	WO 222/100	Z104			Military Hospitals in Union of South Africa: notes on tour by Major General D.C. Monro	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695246
>>>>>> 	WO 222/101	Z105			Military personnel discharged the Army on medical grounds during month of Dec.1942	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695247
>>>>>> 	WO 222/102	Z108			Military personnel discharged the Army on medical grounds during the year 1942.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695248
>>>>>> 	WO 222/103	Z110			Return of psychiatric patients seen in all commands during 1942	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695249
>>>>>> 	WO 222/104	Z112			A.M.D.2 Summary of policy and action	1939-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695250
>>>>>> 	WO 222/105	Z113			A.M.D.4 Summary of policy and action	1939-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695251
>>>>>> 	WO 222/106	Z114			Heat exhaustion: series of 105 cases treated in June, July 1942 at British Military Hospital Delhi	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695252
>>>>>> 	WO 222/107	Z115			Evacuation of 60 Indian General Hospital from Burma to India by Lt. Col. Gurbuxsh Singh, I.M.S.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695253
>>>>>> 	WO 222/108	Z118			Health of the A.T.S. during 1942 report by A.M.D.9	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695254
>>>>>> 	WO 222/109	Z126			Fractures among Indian soldiers, delayed bone union, morale, report by O.C.10 Indian General Hospital	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695255
>>>>>> 	WO 222/110	Z130			Distribution of trunk wounds in reference to protection by body armour, by Major E.T.C. Spooner	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695256
>>>>>> 	WO 222/111	Z133			1 Medical Research Section, general report by Lt.Col. W. C. Wilson	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695257
>>>>>> 	WO 222/112	Z143			A.M.D.12 Summary of policy and action	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695258
>>>>>> 	WO 222/113	Z150			A.M.D.10 Summary of policy and action	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695259
>>>>>> 	WO 222/114	Z153			Battle casualties in Middle East, analysis of cases admitted to hospital, by Consulting Orthopaedic Surgeon. M.E.F.	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695260
>>>>>> 	WO 222/115	Z196			Invaliding instructions Middle East Forces	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695261
>>>>>> 	WO 222/116	Z211			History of 1 Field Malaria Laboratory	1942-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695262
>>>>>> 	WO 222/117	Z230			Prisoner of war camps in Thailand, reports by Major E.A. Smythe and Capt. R.W. Lennon	1942-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695263
>>>>>> 	WO 222/118	Z234			Prisoner of war camp Formosa, appendix to report on medical conditions by Major J.F. Crossley	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695264
>>>>>> 	WO 222/119	Z236			Alexandra Military Hospital Singapore, capture by the Japanese	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695265
>>>>>> 	WO 222/120	Z106			Dieppe raid - surgery: report from Canadian Military H.Q.	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695266
>>>>>> 	WO 222/121	Z109			Medical man-power situation in United Kingdom	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695267
>>>>>> 	WO 222/122	Z111			Endemic typhus in Madagascar, report from O.C.11 General Hospital	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695268
>>>>>> 	WO 222/123	Z117			Surgery in the Middle East, report by Consulting Surgeon, M.E.F.	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695269
>>>>>> 	WO 222/124	Z119			Moral effect of weapons, investigation into reactions of group of 300 wounded men in N. Africa	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695270
>>>>>> 	WO 222/125	Z120			Condition of men wounded at El Alemein, report by Lt.Col. W. C. Wilson	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695271
>>>>>> 	WO 222/126	Z121 Z122			Notes on tour by Consulting Surgeon A.F.H.Q. with memoranda on surgery No.2. Transportation plaster cast for fractures of the femur	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695272
>>>>>> 	WO 222/127	Z124			Study of the health and working experience of 1,000 consecutive persons boarded out of the Army unfit for further service	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695273
>>>>>> 	WO 222/128	Z125			Analysis of battle casualties in a series of battles in Libya and N. Africa. British other ranks only	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695274
>>>>>> 	WO 222/129	Z127			Desert Sore: summary of situation as to incidence, and prevention by Consulting Physician M.E.F.	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695275
>>>>>> 	WO 222/130	Z128			Directorate of Biological Research, a report of its activities during its first year	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695276
>>>>>> 	WO 222/131	Z129			Medical documentation - surgical records field force, correspondence and instructions	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695277
>>>>>> 	WO 222/132	Z134			Infective hepatitis in Middle East, interim report	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695278
>>>>>> 	WO 222/133	Z137			A.M.D.2 Summary of policy and action	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695279
>>>>>> 	WO 222/134	Z139			Consultant in Physical Medicine: summary of policy and action	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695280
>>>>>> 	WO 222/135	Z141			A.M.D. 4 Summary of policy and action	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695281
>>>>>> 	WO 222/136	Z147			Survey of some aspects of medical man-power in the Army. Survey of the work of medical Officers to static troops in Great Britain	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695282
>>>>>> 	WO 222/137	Z149			Notes on conditions in troopships in the tropics, by Major J. R. Squire	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695283
>>>>>> 	WO 222/138	Z151			Seasickness alleviation, report of trials held by Majors Jowett and Thompson	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695284
>>>>>> 	WO 222/139	Z152			A.M.D.4 Summary of policy and action	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695285
>>>>>> 	WO 222/140	Z154			Evacuation of casualties by sea, operation 'Avalanche' Italy	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695286
>>>>>> 	WO 222/141	Z155			A.M.D.2 Summary of policy and action	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695287
>>>>>> 	WO 222/142	Z156			Consulting Physician summary of policy and action	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695288
>>>>>> 	WO 222/143	Z157			Orthopaedic services with an Army overseas, based on the experience of the M.E.F.	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695289
>>>>>> 	WO 222/144	Z159			Malaria: therapeutic experiments, combat area prophylaxis, toxicity of mepacrine	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695290
>>>>>> 	WO 222/145	Z160			Malaria from field and malaria control R.C.A.M.C. liaison letter	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695291
>>>>>> 	WO 222/146	Z161			A.M.D.9 Summary of policy and action	1943-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695292
>>>>>> 	WO 222/147	Z163			Combined operations, lessons learned in operations in Sicily and Mediterranian	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695293
>>>>>> 	WO 222/148	Z169			Directorate of Biological Research, summary of activities	1943-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695294
>>>>>> 	WO 222/149	Z170			Report on a survey of troops recommended to be sent home on medical grounds from North Africa	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695295
>>>>>> 	WO 222/150	Z187			Malaria in 6th Infantry Brigade Group Arakan operations, report by Major R. Bevan	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695296
>>>>>> 	WO 222/151	Z197			Malta Iron Lung; report, photographs and drawings	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695297
>>>>>> 	WO 222/152	Z201			Notes on combined operations in Sicily	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695298
>>>>>> 	WO 222/153	Z204			Gas gangrene on Italian front: report by Brig. H. Edwards and Lt.Col. H. W. Rogers	1943-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695299
>>>>>> 	WO 222/154	Z210			Orthopaedic services in C.M.F. by Lt.Col. A. J. Watson, adviser in orthopaedics A.F.H.Q.	1943-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695300
>>>>>> 	WO 222/155	Z212			Second annual report by the Consulting Oto-Rhino-Laryngologist to the Army	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695301
>>>>>> 	WO 222/156	Z221			British prisoners of war in Japanese hands, reports by Lt.Col. J. Huston, R.A.M.C.	1943-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695302
>>>>>> 	WO 222/157	Z227			1 Maxillo-facial Unit, account of work performed	1943-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695303
>>>>>> 	WO 222/158	Z235			Divisional psychiatry, report by Major P.J.R. Davis, R.A.M.C.	1943-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695304
>>>>>> 	WO 222/159	Z243			Malaria control in mobile warfare, Italian campaign by Lt.Col. A.W.S. Thompson, R.A.M.C.	1943-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695305
>>>>>> 	WO 222/160	Z158			Conference of Command Dermatologists minutes of 5th meeting	1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695306
>>>>>> 	WO 222/161	Z162			A report on the organization of the Army Medical Directorate and proposals for its reorganization, by Mr. David S. Richards of the Directorate of Establishments.	1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2695307
